Brand,Price,Horsepower,Fuel Efficiency,Encoded_Brand,Scaled_Brand,Scaled_Horsepower,Scaled_Fuel_Efficiency,Performance_Index
Brand Y,91802,129,34.7,3,0.25,0.0725,0.9880000000000001,4476.3
Brand X,33792,455,18.4,8,0.875,0.8875,0.33599999999999997,8372.0
Brand D,65670,422,18.6,9,1.0,0.805,0.3440000000000001,7849.200000000001
Brand A,93494,224,29.4,4,0.375,0.31,0.7759999999999999,6585.599999999999
Brand X,85490,260,26.0,8,0.875,0.4,0.64,6760.0
Brand X,45853,281,14.4,8,0.875,0.4525,0.17600000000000002,4046.4
Brand X,35335,225,19.5,8,0.875,0.3125,0.38,4387.5
Brand X,38615,214,18.8,8,0.875,0.285,0.35200000000000004,4023.2000000000003
Brand D,85557,148,25.3,9,1.0,0.12,0.612,3744.4
Brand D,38071,393,21.7,9,1.0,0.7325,0.46799999999999997,8528.1
Brand C,63969,383,28.5,6,0.625,0.7075,0.74,10915.5
Brand D,85899,368,19.3,9,1.0,0.67,0.37200000000000005,7102.400000000001
Brand D,95567,243,10.9,9,1.0,0.3575,0.03600000000000001,2648.7000000000003
Brand W,56142,111,18.5,1,0.0,0.0275,0.34,2053.5
Brand X,61479,303,20.2,8,0.875,0.5075,0.408,6120.599999999999
Brand W,83913,481,14.3,1,0.0,0.9525,0.17200000000000004,6878.3
Brand C,94878,385,24.8,6,0.625,0.7125,0.5920000000000001,9548.0
Brand Y,47974,326,25.6,3,0.25,0.565,0.6240000000000001,8345.6
Brand B,88341,386,22.7,5,0.5,0.715,0.508,8762.199999999999
Brand Z,88076,262,31.1,7,0.75,0.405,0.8440000000000001,8148.200000000001
Brand A,56211,491,23.8,4,0.375,0.9775,0.552,11685.800000000001
Brand Z,33770,424,16.8,7,0.75,0.81,0.272,7123.200000000001
Brand B,95072,428,14.9,5,0.5,0.82,0.196,6377.2
Brand B,55218,210,12.0,5,0.5,0.275,0.08,2520.0
Brand E,80757,287,20.0,2,0.125,0.4675,0.4,5740.0
Brand C,40868,424,18.4,6,0.625,0.81,0.33599999999999997,7801.599999999999
Brand W,39076,115,21.1,1,0.0,0.0375,0.44400000000000006,2426.5
Brand B,68492,366,13.8,5,0.5,0.665,0.15200000000000002,5050.8
Brand W,64573,272,34.7,1,0.0,0.43,0.9880000000000001,9438.400000000001
Brand Y,79106,273,26.8,3,0.25,0.4325,0.672,7316.400000000001
Brand D,77961,434,33.6,9,1.0,0.835,0.9440000000000001,14582.400000000001
Brand B,90016,224,15.5,5,0.5,0.31,0.22,3472.0
Brand E,99223,306,22.5,2,0.125,0.515,0.5,6885.0
Brand W,95762,348,23.1,1,0.0,0.62,0.524,8038.8
Brand B,94580,123,22.8,5,0.5,0.0575,0.512,2804.4
Brand E,87524,148,28.7,2,0.125,0.12,0.748,4247.599999999999
Brand E,62225,114,19.7,2,0.125,0.035,0.38799999999999996,2245.7999999999997
Brand E,83070,364,25.3,2,0.125,0.66,0.612,9209.2
Brand Y,42240,496,21.8,3,0.25,0.99,0.47200000000000003,10812.800000000001
Brand W,49308,165,18.2,1,0.0,0.1625,0.32799999999999996,3003.0
Brand W,69518,477,32.5,1,0.0,0.9425,0.9,15502.5
Brand Y,48078,143,15.9,3,0.25,0.1075,0.23600000000000002,2273.7000000000003
Brand D,51264,408,22.7,9,1.0,0.77,0.508,9261.6
Brand Y,45915,255,32.1,3,0.25,0.3875,0.884,8185.5
Brand E,56686,336,29.6,2,0.125,0.59,0.784,9945.6
Brand C,39249,487,21.0,6,0.625,0.9675,0.44,10227.0
Brand X,76248,157,16.0,8,0.875,0.1425,0.24,2512.0
Brand B,82791,272,25.9,5,0.5,0.43,0.6359999999999999,7044.799999999999
Brand Z,65247,383,12.7,7,0.75,0.7075,0.10799999999999997,4864.099999999999
Brand Y,68475,296,30.2,3,0.25,0.49,0.8079999999999999,8939.199999999999
Brand Y,33452,426,29.7,3,0.25,0.815,0.7879999999999999,12652.199999999999
Brand C,71578,409,27.8,6,0.625,0.7725,0.7120000000000001,11370.2
Brand B,55363,356,20.3,5,0.5,0.64,0.41200000000000003,7226.8
Brand D,31167,271,29.9,9,1.0,0.4275,0.7959999999999999,8102.9
Brand D,40190,300,12.5,9,1.0,0.5,0.1,3750.0
Brand X,72960,447,17.3,8,0.875,0.8675,0.29200000000000004,7733.1
Brand Z,63076,345,24.7,7,0.75,0.6125,0.588,8521.5
Brand W,31071,267,32.7,1,0.0,0.4175,0.9080000000000001,8730.900000000001
Brand B,90667,438,15.1,5,0.5,0.845,0.204,6613.8
Brand B,69421,306,31.7,5,0.5,0.515,0.868,9700.199999999999
Brand E,85689,122,34.8,2,0.125,0.055,0.9919999999999999,4245.599999999999
Brand W,38951,204,28.6,1,0.0,0.26,0.7440000000000001,5834.400000000001
Brand A,75168,280,32.8,4,0.375,0.45,0.9119999999999999,9184.0
Brand W,47705,437,19.2,1,0.0,0.8425,0.368,8390.4
Brand Z,70207,441,13.9,7,0.75,0.8525,0.15600000000000003,6129.900000000001
Brand D,78238,435,27.9,9,1.0,0.8375,0.716,12136.5
Brand W,86493,288,17.1,1,0.0,0.47,0.28400000000000003,4924.8
Brand E,63669,307,16.8,2,0.125,0.5175,0.272,5157.6
Brand X,51501,175,30.9,8,0.875,0.1875,0.836,5407.5
Brand X,52449,268,13.3,8,0.875,0.42,0.13200000000000003,3564.4
Brand Y,84032,420,12.2,3,0.25,0.8,0.08799999999999997,5124.0
Brand C,65900,454,20.9,6,0.625,0.885,0.43599999999999994,9488.599999999999
Brand X,77860,105,16.9,8,0.875,0.0125,0.27599999999999997,1774.4999999999998
Brand C,72738,458,22.7,6,0.625,0.895,0.508,10396.6
Brand C,41374,118,20.5,6,0.625,0.045,0.42,2419.0
Brand B,71004,493,25.3,5,0.5,0.9825,0.612,12472.9
Brand X,33498,145,20.9,8,0.875,0.1125,0.43599999999999994,3030.5
Brand E,38758,220,32.5,2,0.125,0.3,0.9,7150.0
Brand A,98592,194,19.9,4,0.375,0.235,0.39599999999999996,3860.6
Brand E,72428,339,27.1,2,0.125,0.5975,0.684,9186.9
Brand E,53987,230,24.8,2,0.125,0.325,0.5920000000000001,5704.0
Brand C,66468,143,31.6,6,0.625,0.1075,0.8640000000000001,4518.8
Brand E,53762,318,20.8,2,0.125,0.545,0.43200000000000005,6614.400000000001
Brand A,37010,403,23.6,4,0.375,0.7575,0.544,9510.800000000001
Brand X,75489,161,29.0,8,0.875,0.1525,0.76,4669.0
Brand X,37266,336,11.1,8,0.875,0.59,0.043999999999999984,3729.6
Brand Z,58456,338,13.9,7,0.75,0.595,0.15600000000000003,4698.2
Brand E,96799,363,15.1,2,0.125,0.6575,0.204,5481.3
Brand B,49992,178,29.5,5,0.5,0.195,0.78,5251.0
Brand E,79817,109,22.3,2,0.125,0.0225,0.49200000000000005,2430.7000000000003
Brand D,31386,308,28.4,9,1.0,0.52,0.736,8747.199999999999
Brand W,44923,284,13.6,1,0.0,0.46,0.144,3862.4
Brand C,61647,257,14.3,6,0.625,0.3925,0.17200000000000004,3675.1000000000004
Brand Y,64603,112,27.7,3,0.25,0.03,0.708,3102.4
Brand E,85298,130,31.3,2,0.125,0.075,0.852,4069.0
Brand B,71703,401,21.3,5,0.5,0.7525,0.452,8541.300000000001
Brand X,72351,319,11.2,8,0.875,0.5475,0.04799999999999997,3572.7999999999997
Brand X,90461,474,18.9,8,0.875,0.935,0.3559999999999999,8958.599999999999
Brand C,31816,460,11.5,6,0.625,0.9,0.06,5290.0
Brand D,43223,161,29.0,9,1.0,0.1525,0.76,4669.0
Brand D,48673,384,16.7,9,1.0,0.71,0.26799999999999996,6412.799999999999
Brand C,37559,177,29.8,6,0.625,0.1925,0.792,5274.6
Brand A,53140,232,15.4,4,0.375,0.33,0.21600000000000003,3572.8
Brand E,81941,304,30.6,2,0.125,0.51,0.8240000000000001,9302.4
Brand E,71591,230,13.1,2,0.125,0.325,0.12399999999999999,3013.0
Brand X,48861,196,32.3,8,0.875,0.24,0.8919999999999999,6330.799999999999
Brand B,98855,277,22.0,5,0.5,0.4425,0.48,6094.0
Brand W,56669,467,17.7,1,0.0,0.9175,0.308,8265.9
Brand D,56618,384,10.9,9,1.0,0.71,0.03600000000000001,4185.6
Brand B,45122,482,27.2,5,0.5,0.955,0.688,13110.4
Brand A,98701,168,29.3,4,0.375,0.17,0.772,4922.400000000001
Brand E,42689,340,29.5,2,0.125,0.6,0.78,10030.0
Brand C,33836,279,21.7,6,0.625,0.4475,0.46799999999999997,6054.3
Brand Z,43116,423,19.7,7,0.75,0.8075,0.38799999999999996,8333.1
Brand A,66389,236,17.0,4,0.375,0.34,0.28,4012.0
Brand Y,93138,123,20.9,3,0.25,0.0575,0.43599999999999994,2570.7
Brand X,82415,297,34.1,8,0.875,0.4925,0.9640000000000001,10127.7
Brand Y,90994,442,22.9,3,0.25,0.855,0.5159999999999999,10121.8
Brand B,88512,349,16.3,5,0.5,0.6225,0.252,5688.7
Brand Y,35988,403,11.9,3,0.25,0.7575,0.07600000000000001,4795.7
Brand C,96222,416,11.3,6,0.625,0.79,0.052000000000000025,4700.8
Brand X,53530,155,15.2,8,0.875,0.1375,0.20799999999999996,2356.0
Brand D,94904,137,26.6,9,1.0,0.0925,0.664,3644.2000000000003
Brand D,63304,322,21.2,9,1.0,0.555,0.44799999999999995,6826.4
Brand C,94728,132,11.2,6,0.625,0.08,0.04799999999999997,1478.3999999999999
Brand W,31838,335,10.4,1,0.0,0.5875,0.016000000000000014,3484.0
Brand C,49960,238,10.0,6,0.625,0.345,0.0,2380.0
Brand Y,80114,478,25.7,3,0.25,0.945,0.628,12284.6
Brand Z,72188,486,28.0,7,0.75,0.965,0.72,13608.0
Brand Y,90244,199,17.7,3,0.25,0.2475,0.308,3522.2999999999997
Brand E,30933,156,20.1,2,0.125,0.14,0.4040000000000001,3135.6000000000004
Brand X,61221,308,27.1,8,0.875,0.52,0.684,8346.800000000001
Brand C,31652,185,29.5,6,0.625,0.2125,0.78,5457.5
Brand X,59451,347,16.6,8,0.875,0.6175,0.26400000000000007,5760.200000000001
Brand E,70893,419,20.7,2,0.125,0.7975,0.428,8673.3
Brand E,59197,232,22.7,2,0.125,0.33,0.508,5266.4
Brand E,42992,396,22.8,2,0.125,0.74,0.512,9028.800000000001
Brand B,47236,269,32.0,5,0.5,0.4225,0.88,8608.0
Brand X,46029,279,23.3,8,0.875,0.4475,0.532,6500.7
Brand E,54492,363,31.6,2,0.125,0.6575,0.8640000000000001,11470.800000000001
Brand E,60291,186,25.7,2,0.125,0.215,0.628,4780.2
Brand C,98871,200,25.6,6,0.625,0.25,0.6240000000000001,5120.0
Brand W,84690,397,23.0,1,0.0,0.7425,0.52,9131.0
Brand W,98536,333,31.0,1,0.0,0.5825,0.84,10323.0
Brand A,33809,152,27.0,4,0.375,0.13,0.68,4104.0
Brand Z,72220,470,24.9,7,0.75,0.925,0.596,11703.0
Brand C,30927,110,21.2,6,0.625,0.025,0.44799999999999995,2332.0
Brand Y,47337,156,29.1,3,0.25,0.14,0.764,4539.6
Brand C,54117,302,32.7,6,0.625,0.505,0.9080000000000001,9875.400000000001
Brand D,75437,488,28.2,9,1.0,0.97,0.728,13761.6
Brand A,50767,408,12.8,4,0.375,0.77,0.11200000000000003,5222.400000000001
Brand D,54361,227,12.3,9,1.0,0.3175,0.09200000000000003,2792.1000000000004
Brand E,48195,406,13.7,2,0.125,0.765,0.14799999999999996,5562.2
Brand D,67874,374,23.9,9,1.0,0.685,0.5559999999999999,8938.6
Brand C,94345,228,10.6,6,0.625,0.32,0.023999999999999987,2416.7999999999997
Brand A,55868,426,13.4,4,0.375,0.815,0.136,5708.400000000001
Brand E,56200,473,24.6,2,0.125,0.9325,0.5840000000000001,11635.800000000001
Brand E,74401,100,33.9,2,0.125,0.0,0.956,3390.0
Brand D,57962,224,16.9,9,1.0,0.31,0.27599999999999997,3785.5999999999995
Brand A,72411,152,21.8,4,0.375,0.13,0.47200000000000003,3313.6
Brand Y,78607,405,30.4,3,0.25,0.7625,0.816,12312.0
Brand C,44076,337,34.9,6,0.625,0.5925,0.996,11761.3
Brand X,82356,335,21.3,8,0.875,0.5875,0.452,7135.5
Brand A,95297,369,31.2,4,0.375,0.6725,0.848,11512.8
Brand Z,43963,445,34.7,7,0.75,0.8625,0.9880000000000001,15441.500000000002
Brand X,90851,278,19.4,8,0.875,0.445,0.37599999999999995,5393.2
Brand E,81269,438,22.1,2,0.125,0.845,0.48400000000000004,9679.800000000001
Brand E,99631,484,10.9,2,0.125,0.96,0.03600000000000001,5275.6
Brand X,86114,462,22.9,8,0.875,0.905,0.5159999999999999,10579.8
Brand D,53810,229,27.2,9,1.0,0.3225,0.688,6228.8
Brand B,48847,433,29.2,5,0.5,0.8325,0.768,12643.6
Brand C,74853,470,19.8,6,0.625,0.925,0.392,9306.0
Brand B,92628,481,17.9,5,0.5,0.9525,0.31599999999999995,8609.9
Brand D,68881,249,15.4,9,1.0,0.3725,0.21600000000000003,3834.6
Brand X,64418,258,26.7,8,0.875,0.395,0.6679999999999999,6888.599999999999
Brand W,41378,449,14.4,1,0.0,0.8725,0.17600000000000002,6465.6
Brand Z,86175,191,14.5,7,0.75,0.2275,0.18,2769.5
Brand W,64043,273,31.0,1,0.0,0.4325,0.84,8463.0
Brand Y,58136,135,14.1,3,0.25,0.0875,0.16399999999999998,1903.5
Brand Y,92017,464,21.7,3,0.25,0.91,0.46799999999999997,10068.8
Brand W,40115,247,22.7,1,0.0,0.3675,0.508,5606.9
Brand D,69493,181,31.4,9,1.0,0.2025,0.856,5683.4
Brand X,41635,152,10.4,8,0.875,0.13,0.016000000000000014,1580.8
Brand D,45048,190,18.2,9,1.0,0.225,0.32799999999999996,3458.0
Brand C,99030,360,22.0,6,0.625,0.65,0.48,7920.0
Brand A,30086,388,11.9,4,0.375,0.72,0.07600000000000001,4617.2
Brand X,56794,300,24.5,8,0.875,0.5,0.58,7350.0
Brand D,45956,139,31.1,9,1.0,0.0975,0.8440000000000001,4322.900000000001
Brand A,84498,222,13.1,4,0.375,0.305,0.12399999999999999,2908.2
Brand Z,42423,278,21.1,7,0.75,0.445,0.44400000000000006,5865.8
Brand E,53588,394,14.5,2,0.125,0.735,0.18,5713.0
Brand E,45498,406,33.3,2,0.125,0.765,0.9319999999999999,13519.8
Brand Y,51107,482,20.8,3,0.25,0.955,0.43200000000000005,10025.6
Brand W,77988,224,29.0,1,0.0,0.31,0.76,6496.0
Brand Z,68807,115,23.7,7,0.75,0.0375,0.5479999999999999,2725.5
Brand X,52132,211,16.2,8,0.875,0.2775,0.24799999999999997,3418.2
Brand W,83839,457,21.6,1,0.0,0.8925,0.4640000000000001,9871.2
Brand X,75196,472,13.8,8,0.875,0.93,0.15200000000000002,6513.6
Brand Y,59089,314,27.3,3,0.25,0.535,0.6920000000000001,8572.2
Brand X,50222,234,25.5,8,0.875,0.335,0.62,5967.0
Brand A,88690,353,20.8,4,0.375,0.6325,0.43200000000000005,7342.400000000001
Brand X,85920,256,20.1,8,0.875,0.39,0.4040000000000001,5145.6
Brand C,40981,477,12.3,6,0.625,0.9425,0.09200000000000003,5867.1
Brand Z,46944,149,13.7,7,0.75,0.1225,0.14799999999999996,2041.3
Brand X,40712,152,22.7,8,0.875,0.13,0.508,3450.4
Brand W,60538,245,18.8,1,0.0,0.3625,0.35200000000000004,4606.0
Brand E,73465,426,10.0,2,0.125,0.815,0.0,4260.0
Brand W,94068,104,25.1,1,0.0,0.01,0.6040000000000001,2610.4
Brand E,59108,428,29.4,2,0.125,0.82,0.7759999999999999,12583.199999999999
Brand A,46632,401,24.2,4,0.375,0.7525,0.568,9704.199999999999
Brand Z,30088,402,19.9,7,0.75,0.755,0.39599999999999996,7999.799999999999
Brand D,33151,312,20.9,9,1.0,0.53,0.43599999999999994,6520.799999999999
Brand D,80454,206,28.8,9,1.0,0.265,0.752,5932.8
Brand Y,71350,284,13.0,3,0.25,0.46,0.12,3692.0
Brand B,69759,168,19.3,5,0.5,0.17,0.37200000000000005,3242.4
Brand E,42066,318,15.8,2,0.125,0.545,0.23200000000000004,5024.400000000001
Brand X,52478,419,10.2,8,0.875,0.7975,0.007999999999999972,4273.799999999999
Brand C,94362,310,31.5,6,0.625,0.525,0.86,9765.0
Brand C,64771,235,30.6,6,0.625,0.3375,0.8240000000000001,7191.0
Brand Z,59836,127,33.6,7,0.75,0.0675,0.9440000000000001,4267.2
Brand E,39299,243,20.4,2,0.125,0.3575,0.4159999999999999,4957.2
Brand Z,87596,389,12.5,7,0.75,0.7225,0.1,4862.5
Brand B,77967,270,30.8,5,0.5,0.425,0.8320000000000001,8316.0
Brand B,55381,377,12.2,5,0.5,0.6925,0.08799999999999997,4599.4
Brand Y,55965,235,30.8,3,0.25,0.3375,0.8320000000000001,7238.0
Brand E,61863,255,31.0,2,0.125,0.3875,0.84,7905.0
Brand A,81083,218,34.7,4,0.375,0.295,0.9880000000000001,7564.6
Brand X,80095,279,12.4,8,0.875,0.4475,0.09600000000000002,3459.6
Brand X,40851,181,23.8,8,0.875,0.2025,0.552,4307.8
Brand Y,58857,214,33.7,3,0.25,0.285,0.9480000000000001,7211.8
Brand E,68112,287,16.2,2,0.125,0.4675,0.24799999999999997,4649.4
Brand E,91467,130,21.3,2,0.125,0.075,0.452,2769.0
Brand B,77901,496,25.3,5,0.5,0.99,0.612,12548.800000000001
Brand E,34066,433,17.5,2,0.125,0.8325,0.3,7577.5
Brand A,90869,486,24.6,4,0.375,0.965,0.5840000000000001,11955.6
Brand X,38678,459,11.2,8,0.875,0.8975,0.04799999999999997,5140.799999999999
Brand D,50029,177,26.6,9,1.0,0.1925,0.664,4708.2
Brand Z,83571,344,18.6,7,0.75,0.61,0.3440000000000001,6398.400000000001
Brand Y,72656,415,26.1,3,0.25,0.7875,0.644,10831.5
Brand D,44106,210,16.8,9,1.0,0.275,0.272,3528.0
Brand Y,71306,369,15.6,3,0.25,0.6725,0.22399999999999998,5756.4
Brand A,36515,126,29.2,4,0.375,0.065,0.768,3679.2
Brand B,86054,487,19.2,5,0.5,0.9675,0.368,9350.4
Brand W,61171,421,30.6,1,0.0,0.8025,0.8240000000000001,12882.6
Brand C,66050,223,18.6,6,0.625,0.3075,0.3440000000000001,4147.8
Brand A,78331,315,29.9,4,0.375,0.5375,0.7959999999999999,9418.5
Brand A,94574,352,34.0,4,0.375,0.63,0.96,11968.0
Brand D,32484,308,33.3,9,1.0,0.52,0.9319999999999999,10256.4
Brand Y,36529,126,20.5,3,0.25,0.065,0.42,2583.0
Brand E,76781,495,20.8,2,0.125,0.9875,0.43200000000000005,10296.0
Brand A,41868,189,28.9,4,0.375,0.2225,0.7559999999999999,5462.099999999999
Brand E,61652,470,15.5,2,0.125,0.925,0.22,7285.0
Brand E,87559,245,24.8,2,0.125,0.3625,0.5920000000000001,6076.0
Brand A,87942,170,34.8,4,0.375,0.175,0.9919999999999999,5915.999999999999
Brand X,50188,366,27.3,8,0.875,0.665,0.6920000000000001,9991.800000000001
Brand C,94024,266,28.0,6,0.625,0.415,0.72,7448.0
Brand D,52998,386,30.7,9,1.0,0.715,0.828,11850.199999999999
Brand B,93665,291,13.3,5,0.5,0.4775,0.13200000000000003,3870.3
Brand Z,73706,250,12.5,7,0.75,0.375,0.1,3125.0
Brand D,76049,150,21.1,9,1.0,0.125,0.44400000000000006,3165.0
Brand Z,58308,123,14.7,7,0.75,0.0575,0.18799999999999997,1808.1
Brand A,41718,169,29.0,4,0.375,0.1725,0.76,4901.0
Brand A,65943,388,10.8,4,0.375,0.72,0.03200000000000003,4190.400000000001
Brand X,79055,124,11.6,8,0.875,0.06,0.06399999999999999,1438.3999999999999
Brand A,35710,284,34.2,4,0.375,0.46,0.9680000000000001,9712.800000000001
Brand D,52546,134,34.4,9,1.0,0.085,0.976,4609.599999999999
Brand X,69384,335,17.7,8,0.875,0.5875,0.308,5929.5
Brand D,55716,195,13.6,9,1.0,0.2375,0.144,2652.0
Brand Z,42582,372,10.5,7,0.75,0.68,0.02,3906.0
Brand X,40594,343,16.0,8,0.875,0.6075,0.24,5488.0
Brand B,32807,179,30.2,5,0.5,0.1975,0.8079999999999999,5405.8
Brand C,76628,263,23.4,6,0.625,0.4075,0.5359999999999999,6154.2
Brand C,97573,190,29.7,6,0.625,0.225,0.7879999999999999,5643.0
Brand X,71587,169,25.1,8,0.875,0.1725,0.6040000000000001,4241.900000000001
Brand W,35860,190,17.4,1,0.0,0.225,0.29599999999999993,3305.9999999999995
Brand X,59949,264,29.0,8,0.875,0.41,0.76,7656.0
Brand Y,95713,377,32.6,3,0.25,0.6925,0.904,12290.2
Brand W,74355,314,30.2,1,0.0,0.535,0.8079999999999999,9482.8
Brand Y,90991,369,15.3,3,0.25,0.6725,0.21200000000000002,5645.7
Brand Z,76463,300,21.6,7,0.75,0.5,0.4640000000000001,6480.0
Brand Z,61373,435,21.3,7,0.75,0.8375,0.452,9265.5
Brand W,76869,497,19.5,1,0.0,0.9925,0.38,9691.5
Brand A,36520,234,29.2,4,0.375,0.335,0.768,6832.8
Brand E,59473,474,22.9,2,0.125,0.935,0.5159999999999999,10854.599999999999
Brand X,73744,220,33.9,8,0.875,0.3,0.956,7458.0
Brand D,42753,231,12.4,9,1.0,0.3275,0.09600000000000002,2864.4
Brand E,47278,165,29.3,2,0.125,0.1625,0.772,4834.5
Brand X,97117,456,30.0,8,0.875,0.89,0.8,13680.0
Brand Y,62472,341,10.8,3,0.25,0.6025,0.03200000000000003,3682.8
Brand C,90747,257,14.9,6,0.625,0.3925,0.196,3829.3
Brand Z,73334,299,10.1,7,0.75,0.4975,0.003999999999999986,3019.9
Brand B,76134,497,27.9,5,0.5,0.9925,0.716,13866.3
Brand E,79301,441,20.4,2,0.125,0.8525,0.4159999999999999,8996.4
Brand C,34348,384,28.7,6,0.625,0.71,0.748,11020.8
Brand B,81809,136,33.5,5,0.5,0.09,0.94,4556.0
Brand Z,71884,178,16.9,7,0.75,0.195,0.27599999999999997,3008.2
Brand X,55257,450,18.6,8,0.875,0.875,0.3440000000000001,8370.0
Brand X,77592,298,17.2,8,0.875,0.495,0.288,5125.599999999999
Brand C,31493,129,27.3,6,0.625,0.0725,0.6920000000000001,3521.7000000000003
Brand Z,63287,413,25.5,7,0.75,0.7825,0.62,10531.5
Brand C,31198,332,22.2,6,0.625,0.58,0.488,7370.4
Brand D,33962,309,25.0,9,1.0,0.5225,0.6,7725.0
Brand Y,82046,215,29.6,3,0.25,0.2875,0.784,6364.0
Brand Z,63948,199,34.0,7,0.75,0.2475,0.96,6766.0
Brand Y,72469,302,26.6,3,0.25,0.505,0.664,8033.200000000001
Brand X,77029,156,25.5,8,0.875,0.14,0.62,3978.0
Brand W,88900,226,29.5,1,0.0,0.315,0.78,6667.0
Brand Z,67749,122,14.3,7,0.75,0.055,0.17200000000000004,1744.6000000000001
Brand X,71731,390,12.8,8,0.875,0.725,0.11200000000000003,4992.0
Brand D,85972,151,31.3,9,1.0,0.1275,0.852,4726.3
Brand X,32171,275,13.1,8,0.875,0.4375,0.12399999999999999,3602.5
Brand A,73830,490,17.3,4,0.375,0.975,0.29200000000000004,8477.0
Brand C,67518,195,27.2,6,0.625,0.2375,0.688,5304.0
Brand D,69742,463,21.1,9,1.0,0.9075,0.44400000000000006,9769.300000000001
Brand X,43706,127,32.9,8,0.875,0.0675,0.9159999999999999,4178.3
Brand D,91808,170,23.2,9,1.0,0.175,0.528,3944.0
Brand C,83818,325,21.2,6,0.625,0.5625,0.44799999999999995,6890.0
Brand D,56305,366,19.9,9,1.0,0.665,0.39599999999999996,7283.4
Brand B,57018,289,33.2,5,0.5,0.4725,0.9280000000000002,9594.800000000001
Brand X,40104,278,21.8,8,0.875,0.445,0.47200000000000003,6060.400000000001
Brand C,68852,336,16.2,6,0.625,0.59,0.24799999999999997,5443.2
Brand W,82141,266,21.0,1,0.0,0.415,0.44,5586.0
Brand A,67295,176,31.7,4,0.375,0.19,0.868,5579.2
Brand Z,46879,426,34.3,7,0.75,0.815,0.9719999999999999,14611.8
Brand D,59172,377,32.9,9,1.0,0.6925,0.9159999999999999,12403.3
Brand A,38162,383,29.9,4,0.375,0.7075,0.7959999999999999,11451.699999999999
Brand Y,33791,217,28.2,3,0.25,0.2925,0.728,6119.4
Brand Y,63133,484,19.4,3,0.25,0.96,0.37599999999999995,9389.599999999999
Brand B,63170,376,10.8,5,0.5,0.69,0.03200000000000003,4060.8
Brand C,69084,479,10.7,6,0.625,0.9475,0.027999999999999973,5125.299999999999
Brand A,83274,193,30.5,4,0.375,0.2325,0.82,5886.5
Brand Y,92316,134,11.3,3,0.25,0.085,0.052000000000000025,1514.2
Brand C,97138,281,24.9,6,0.625,0.4525,0.596,6996.9
Brand A,75529,211,22.0,4,0.375,0.2775,0.48,4642.0
Brand Z,91613,430,33.6,7,0.75,0.825,0.9440000000000001,14448.0
Brand E,55348,140,28.2,2,0.125,0.1,0.728,3948.0
Brand Z,30231,224,12.6,7,0.75,0.31,0.10399999999999998,2822.4
Brand E,44876,289,30.6,2,0.125,0.4725,0.8240000000000001,8843.4
Brand C,34771,427,15.5,6,0.625,0.8175,0.22,6618.5
Brand E,56471,304,26.8,2,0.125,0.51,0.672,8147.2
Brand A,39539,478,32.6,4,0.375,0.945,0.904,15582.800000000001
Brand W,50645,273,20.7,1,0.0,0.4325,0.428,5651.099999999999
Brand X,85149,219,26.0,8,0.875,0.2975,0.64,5694.0
Brand Z,71680,149,21.0,7,0.75,0.1225,0.44,3129.0
Brand E,34193,324,32.6,2,0.125,0.56,0.904,10562.4
Brand A,97040,345,12.7,4,0.375,0.6125,0.10799999999999997,4381.5
Brand X,79141,179,25.8,8,0.875,0.1975,0.632,4618.2
Brand W,83278,355,23.9,1,0.0,0.6375,0.5559999999999999,8484.5
Brand A,68672,383,32.3,4,0.375,0.7075,0.8919999999999999,12370.9
Brand X,98372,404,26.6,8,0.875,0.76,0.664,10746.400000000001
Brand B,86777,153,16.2,5,0.5,0.1325,0.24799999999999997,2478.6
Brand E,37511,422,33.8,2,0.125,0.805,0.9519999999999998,14263.599999999999
Brand Y,98853,344,11.2,3,0.25,0.61,0.04799999999999997,3852.7999999999997
Brand Y,38445,453,26.5,3,0.25,0.8825,0.66,12004.5
Brand Y,74350,225,20.4,3,0.25,0.3125,0.4159999999999999,4590.0
Brand Y,92655,202,25.4,3,0.25,0.255,0.616,5130.799999999999
Brand E,43652,394,27.3,2,0.125,0.735,0.6920000000000001,10756.2
Brand B,81046,479,25.1,5,0.5,0.9475,0.6040000000000001,12022.900000000001
Brand B,35820,108,21.3,5,0.5,0.02,0.452,2300.4
Brand Z,86749,106,17.7,7,0.75,0.015,0.308,1876.1999999999998
Brand B,37340,303,33.7,5,0.5,0.5075,0.9480000000000001,10211.1
Brand Y,76746,426,28.9,3,0.25,0.815,0.7559999999999999,12311.4
Brand A,64870,359,25.8,4,0.375,0.6475,0.632,9262.2
Brand D,88226,206,30.6,9,1.0,0.265,0.8240000000000001,6303.6
Brand E,30252,212,33.9,2,0.125,0.28,0.956,7186.799999999999
Brand Z,78717,387,17.6,7,0.75,0.7175,0.30400000000000005,6811.200000000001
Brand Z,45733,121,12.0,7,0.75,0.0525,0.08,1452.0
Brand D,73052,108,19.4,9,1.0,0.02,0.37599999999999995,2095.2
Brand X,65238,259,20.0,8,0.875,0.3975,0.4,5180.0
Brand B,67611,177,12.4,5,0.5,0.1925,0.09600000000000002,2194.8
Brand C,41340,382,12.1,6,0.625,0.705,0.08399999999999999,4622.2
Brand A,83057,263,20.6,4,0.375,0.4075,0.42400000000000004,5417.8
Brand Z,53350,372,29.7,7,0.75,0.68,0.7879999999999999,11048.4
